T_ID,GDAY_DS,HEADER_NO,NAME,INN2,R,ER,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,BF,WHIP,MONEY,AGE_VA
HH,20200721,0,김범수,11.0,5.0,5.0,21.0,16.0,7.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,95.0,1.59,6500.0,25
HH,20200721,0,문동욱,3.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,1.65,3200.0,28
HH,20200721,0,박상원,4.0,1.0,1.0,6.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,1.71,11000.0,26
HH,20200721,0,송윤준,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.5,2700.0,28
HH,20200721,0,윤대경,3.0,2.0,1.0,7.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,33.0,2.07,2800.0,26
HH,20200721,0,황영국,3.0,1.0,1.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,1.76,2900.0,25
HH,20200722,0,강재민,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,1.03,0.0,23
HH,20200722,0,김민우,15.0,2.0,2.0,23.0,19.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,97.0,1.4,4200.0,25
HH,20200722,0,김종수,3.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.5,3800.0,26
HH,20200722,0,정우람,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.0,80000.0,35
HH,20200724,0,김진욱,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,1.71,2900.0,20
HH,20200724,0,박상원,7.0,2.0,2.0,10.0,9.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,35.0,3.4,22000.0,52
HH,20200724,0,송윤준,6.0,0.0,0.0,9.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,37.0,3.06,5400.0,56
HH,20200724,0,윤대경,6.0,2.0,1.0,10.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,48.0,4.01,5600.0,52
HH,20200724,0,임준섭,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.83,8800.0,31
HH,20200724,0,장시환,14.0,6.0,6.0,23.0,18.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,7.0,94.0,1.69,11000.0,33
HH,20200726,0,강재민,4.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,23.0,2.1100000000000003,0.0,46
HH,20200726,0,김종수,5.0,1.0,1.0,9.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,46.0,3.0700000000000003,7600.0,52
HH,20200726,0,김진욱,5.0,1.0,1.0,9.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,40.0,3.61,5800.0,40
HH,20200726,0,박상원,10.0,2.0,2.0,15.0,13.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,63.0,5.1,33000.0,78
HH,20200726,0,서폴드,18.0,3.0,3.0,23.0,19.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,87.0,1.37,90000.0,30
HH,20200726,0,송윤준,7.0,0.0,0.0,10.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,41.0,4.5600000000000005,8100.0,84
HH,20200726,0,임준섭,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.83,17600.0,62
HH,20200727,0,강재민,6.0,4.0,4.0,11.0,9.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,37.0,3.3500000000000005,0.0,69
HH,20200727,0,박상원,11.0,2.0,2.0,17.0,15.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,71.0,6.81,44000.0,104
HH,20200727,0,윤대경,9.0,2.0,1.0,13.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,65.0,5.89,8400.0,78
HH,20200727,0,정우람,12.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,53.0,1.95,160000.0,70
HH,20200727,0,채드벨,15.0,2.0,2.0,20.0,18.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,67.0,1.84,60000.0,31
HH,20200729,0,강재민,10.0,4.0,4.0,17.0,15.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,63.0,4.620000000000001,0.0,92
HH,20200729,0,김범수,17.0,12.0,12.0,36.0,26.0,11.0,2.0,0.0,3.0,9.0,0.0,1.0,5.0,167.0,3.29,13000.0,50
HH,20200729,0,김종수,8.0,1.0,1.0,13.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,59.0,4.6000000000000005,11400.0,78
HH,20200729,0,김진욱,11.0,1.0,1.0,16.0,12.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,73.0,5.4399999999999995,8700.0,60
HH,20200729,0,안영명,5.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,34.0,1.66,35000.0,36
HH,20200729,0,정우람,15.0,0.0,0.0,17.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,70.0,2.9,240000.0,105
HH,20200730,0,강재민,13.0,4.0,4.0,21.0,19.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,76.0,5.870000000000001,0.0,115
HH,20200730,0,김민우,30.0,3.0,3.0,44.0,37.0,7.0,1.0,0.0,0.0,5.0,0.0,1.0,12.0,201.0,2.79,8400.0,50
HH,20200730,0,김종수,11.0,1.0,1.0,17.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,74.0,6.040000000000001,15200.0,104
HH,20200730,0,송윤준,10.0,0.0,0.0,13.0,11.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,56.0,6.010000000000001,10800.0,112
HH,20200730,0,윤대경,13.0,2.0,1.0,19.0,15.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,85.0,7.6899999999999995,11200.0,104
HH,20200730,0,윤호솔,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,14.0,2.18,2900.0,26
HH,20200730,0,임준섭,3.0,1.0,1.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,8.83,26400.0,93
HH,20200731,0,장시환,35.0,6.0,6.0,47.0,40.0,6.0,1.0,0.0,2.0,6.0,0.0,0.0,15.0,195.0,3.26,22000.0,66
HH,20200731,0,정우람,21.0,1.0,1.0,24.0,22.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,105.0,3.9,320000.0,140
HH,20200801,0,강재민,15.0,6.0,6.0,26.0,23.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,6.0,103.0,7.250000000000001,0.0,138
HH,20200801,0,김종수,12.0,1.0,1.0,18.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,80.0,7.460000000000001,19000.0,130
HH,20200801,0,김진욱,16.0,1.0,1.0,22.0,18.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,99.0,7.119999999999999,11600.0,80
HH,20200801,0,서폴드,28.0,10.0,8.0,44.0,40.0,13.0,3.0,0.0,0.0,3.0,0.0,1.0,4.0,161.0,2.8,180000.0,60
HH,20200801,0,안영명,8.0,0.0,0.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,46.0,3.34,70000.0,72
HH,20200801,0,윤대경,16.0,2.0,1.0,23.0,18.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,101.0,9.399999999999999,14000.0,130
HH,20200805,0,강재민,18.0,6.0,6.0,30.0,26.0,9.0,4.0,0.0,0.0,3.0,0.0,0.0,7.0,129.0,8.610000000000001,0.0,161
HH,20200805,0,김민우,47.0,6.0,6.0,70.0,54.0,9.0,1.0,0.0,0.0,10.0,1.0,3.0,15.0,298.0,4.17,12600.0,75
HH,20200805,0,김종수,13.0,2.0,2.0,21.0,18.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,92.0,8.96,22800.0,156
HH,20200805,0,정우람,27.0,2.0,2.0,34.0,30.0,7.0,1.0,0.0,0.0,3.0,0.0,1.0,5.0,134.0,5.02,400000.0,175
HH,20200806,0,김진욱,17.0,4.0,4.0,27.0,22.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,117.0,9.049999999999999,14500.0,100
HH,20200806,0,송윤준,12.0,0.0,0.0,18.0,14.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,80.0,7.66,13500.0,140
HH,20200806,0,윤대경,17.0,2.0,1.0,24.0,19.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,104.0,11.079999999999998,16800.0,156
HH,20200806,0,윤호솔,7.0,2.0,1.0,10.0,7.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,38.0,3.87,5800.0,52
HH,20200806,0,장시환,53.0,6.0,6.0,69.0,58.0,9.0,2.0,0.0,2.0,10.0,0.0,0.0,17.0,299.0,4.8,33000.0,99
HH,20200809,0,강재민,21.0,6.0,6.0,33.0,29.0,10.0,4.0,0.0,0.0,3.0,0.0,0.0,7.0,140.0,9.950000000000001,0.0,184
HH,20200809,0,김종수,16.0,3.0,3.0,26.0,23.0,7.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,115.0,10.49,26600.0,182
HH,20200809,0,김진영,3.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.67,3200.0,28
HH,20200809,0,송윤준,15.0,0.0,0.0,22.0,18.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,98.0,9.25,16200.0,168
HH,20200809,0,안영명,11.0,0.0,0.0,15.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,57.0,4.9799999999999995,105000.0,108
HH,20200809,0,윤대경,20.0,2.0,1.0,28.0,23.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,9.0,122.0,12.729999999999999,19600.0,182
HH,20200809,0,채드벨,24.0,7.0,7.0,38.0,32.0,11.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,144.0,3.76,120000.0,62
HH,20200811,0,강재민,24.0,6.0,6.0,37.0,33.0,11.0,4.0,0.0,0.0,3.0,0.0,0.0,9.0,166.0,11.270000000000001,0.0,207
HH,20200811,0,김종수,18.0,3.0,3.0,30.0,25.0,7.0,3.0,1.0,0.0,3.0,0.0,1.0,5.0,133.0,12.07,30400.0,208
HH,20200811,0,김진영,6.0,0.0,0.0,8.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,39.0,3.27,6400.0,56
HH,20200811,0,김진욱,18.0,4.0,4.0,28.0,23.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,121.0,10.93,17400.0,120
HH,20200811,0,서폴드,40.0,15.0,12.0,66.0,58.0,21.0,4.0,0.0,1.0,4.0,0.0,2.0,7.0,245.0,4.26,270000.0,90
HH,20200811,0,송윤준,18.0,0.0,0.0,26.0,22.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,7.0,116.0,10.79,18900.0,196
HH,20200811,0,안영명,14.0,0.0,0.0,20.0,15.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,80.0,6.64,140000.0,144
HH,20200811,0,윤대경,26.0,2.0,1.0,36.0,30.0,5.0,0.0,0.0,1.0,3.0,0.0,2.0,10.0,149.0,14.319999999999999,22400.0,208
HH,20200811,0,임준섭,5.0,1.0,1.0,9.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,11.69,35200.0,124
HH,20200811,0,정우람,28.0,2.0,2.0,36.0,31.0,7.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,142.0,6.159999999999999,480000.0,210
HH,20200812,0,강재민,27.0,6.0,6.0,41.0,36.0,11.0,4.0,0.0,0.0,4.0,0.0,0.0,10.0,182.0,12.580000000000002,0.0,230
HH,20200812,0,김민우,62.0,7.0,7.0,92.0,71.0,14.0,3.0,0.0,0.0,14.0,1.0,4.0,15.0,391.0,5.57,16800.0,100
HH,20200812,0,김종수,19.0,4.0,4.0,32.0,27.0,8.0,3.0,1.0,1.0,3.0,0.0,1.0,6.0,140.0,13.67,34200.0,234
HH,20200812,0,김진영,10.0,0.0,0.0,12.0,11.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,55.0,4.83,9600.0,84
HH,20200812,0,송윤준,20.0,1.0,1.0,30.0,23.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,7.0,129.0,12.41,21600.0,224
HH,20200812,0,정우람,31.0,2.0,2.0,39.0,34.0,8.0,1.0,0.0,0.0,4.0,0.0,1.0,5.0,150.0,7.289999999999999,560000.0,245
HH,20200813,0,김진욱,21.0,6.0,6.0,34.0,28.0,10.0,0.0,1.0,1.0,5.0,0.0,0.0,6.0,141.0,12.89,20300.0,140
HH,20200813,0,박주홍,15.0,4.0,4.0,22.0,19.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,80.0,1.7,3500.0,21
HH,20200813,0,안영명,17.0,0.0,0.0,23.0,18.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,88.0,8.27,175000.0,180
HH,20200813,0,윤대경,29.0,2.0,1.0,41.0,34.0,6.0,0.0,0.0,1.0,4.0,0.0,2.0,12.0,166.0,15.929999999999998,25200.0,234
HH,20200814,0,김진영,12.0,0.0,0.0,15.0,14.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,70.0,6.390000000000001,12800.0,112
HH,20200814,0,김진욱,33.0,7.0,7.0,49.0,42.0,13.0,0.0,1.0,2.0,6.0,0.0,0.0,8.0,198.0,14.65,23200.0,160
HH,20200814,0,송윤준,21.0,5.0,5.0,35.0,28.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0,7.0,150.0,14.29,24300.0,252
HH,20200814,0,장시환,65.0,11.0,11.0,90.0,77.0,16.0,2.0,0.0,2.0,12.0,0.0,0.0,21.0,392.0,6.37,44000.0,132
HH,20200815,0,강재민,30.0,6.0,6.0,44.0,39.0,11.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,196.0,13.830000000000002,0.0,253
HH,20200815,0,김종수,22.0,4.0,4.0,36.0,30.0,8.0,3.0,1.0,1.0,4.0,0.0,1.0,6.0,161.0,15.24,38000.0,260
HH,20200815,0,정우람,34.0,4.0,4.0,44.0,39.0,10.0,1.0,0.0,1.0,4.0,0.0,1.0,7.0,174.0,8.45,640000.0,280
HH,20200815,0,채드벨,42.0,7.0,7.0,60.0,50.0,12.0,2.0,0.0,2.0,8.0,0.0,0.0,12.0,238.0,5.529999999999999,180000.0,93
HH,20200816,0,강재민,33.0,6.0,6.0,48.0,42.0,11.0,4.0,0.0,0.0,5.0,0.0,0.0,13.0,214.0,15.070000000000002,0.0,276
HH,20200816,0,김종수,25.0,4.0,4.0,39.0,33.0,8.0,3.0,1.0,1.0,4.0,0.0,1.0,8.0,173.0,16.740000000000002,41800.0,286
HH,20200816,0,서폴드,58.0,17.0,14.0,88.0,79.0,24.0,5.0,0.0,3.0,4.0,0.0,3.0,12.0,332.0,5.67,360000.0,120
HH,20200816,0,정우람,37.0,4.0,4.0,49.0,44.0,12.0,1.0,0.0,1.0,4.0,0.0,1.0,8.0,191.0,9.639999999999999,720000.0,315
HH,20200818,0,김민우,72.0,13.0,11.0,111.0,85.0,19.0,5.0,0.0,1.0,18.0,1.0,4.0,18.0,466.0,7.0200000000000005,21000.0,125
HH,20200818,0,김진욱,39.0,7.0,7.0,57.0,49.0,14.0,0.0,1.0,2.0,6.0,0.0,1.0,8.0,226.0,16.29,26100.0,180
HH,20200818,0,박상원,14.0,2.0,2.0,21.0,18.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,5.0,83.0,8.469999999999999,55000.0,130
HH,20200818,0,송윤준,24.0,5.0,5.0,38.0,31.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0,7.0,160.0,16.029999999999998,27000.0,280
HH,20200818,0,윤대경,31.0,5.0,1.0,47.0,38.0,8.0,0.0,0.0,2.0,5.0,0.0,2.0,12.0,187.0,17.61,28000.0,260
HH,20200819,0,김진영,15.0,2.0,2.0,21.0,19.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,88.0,8.0,16000.0,140
HH,20200819,0,박주홍,23.0,11.0,11.0,38.0,31.0,11.0,1.0,0.0,4.0,6.0,0.0,0.0,5.0,154.0,3.83,7000.0,42
HH,20200819,0,송윤준,28.0,8.0,8.0,46.0,38.0,13.0,6.0,0.0,1.0,6.0,0.0,0.0,7.0,183.0,17.88,29700.0,308
HH,20200819,0,안영명,18.0,6.0,6.0,31.0,25.0,11.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,107.0,10.219999999999999,210000.0,216
HH,20200819,0,오동욱,8.0,8.0,4.0,19.0,15.0,6.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,76.0,3.38,0.0,19
HH,20200820,0,김종수,28.0,6.0,6.0,45.0,37.0,9.0,3.0,1.0,1.0,6.0,1.0,1.0,8.0,197.0,18.310000000000002,45600.0,312
HH,20200820,0,박상원,17.0,2.0,2.0,24.0,21.0,5.0,1.0,0.0,1.0,2.0,0.0,1.0,8.0,100.0,10.079999999999998,66000.0,156
HH,20200820,0,장시환,86.0,12.0,12.0,117.0,101.0,21.0,2.0,0.0,3.0,14.0,0.0,0.0,23.0,495.0,7.9,55000.0,165
HH,20200821,0,강재민,36.0,6.0,6.0,53.0,46.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,15.0,239.0,16.340000000000003,0.0,299
HH,20200821,0,김종수,31.0,6.0,6.0,49.0,40.0,9.0,3.0,1.0,1.0,7.0,1.0,1.0,10.0,218.0,19.85,49400.0,338
HH,20200821,0,정우람,40.0,4.0,4.0,52.0,47.0,12.0,1.0,0.0,1.0,4.0,0.0,1.0,8.0,204.0,10.79,800000.0,350
HH,20200821,0,채드벨,60.0,8.0,8.0,83.0,70.0,15.0,2.0,0.0,3.0,10.0,0.0,1.0,20.0,335.0,7.199999999999999,240000.0,124
HH,20200823,0,강재민,39.0,6.0,6.0,56.0,49.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,15.0,253.0,17.560000000000002,0.0,322
HH,20200823,0,김민우,88.0,14.0,12.0,133.0,102.0,20.0,5.0,0.0,1.0,22.0,2.0,5.0,25.0,561.0,8.440000000000001,25200.0,150
HH,20200823,0,김종수,34.0,6.0,6.0,52.0,42.0,9.0,3.0,1.0,1.0,8.0,1.0,1.0,11.0,233.0,21.37,53200.0,364
HH,20200823,0,윤대경,33.0,5.0,1.0,49.0,40.0,9.0,0.0,0.0,2.0,5.0,0.0,2.0,12.0,193.0,19.29,30800.0,286
HH,20200823,0,정우람,43.0,6.0,6.0,59.0,53.0,16.0,2.0,0.0,1.0,5.0,0.0,1.0,8.0,233.0,12.069999999999999,880000.0,385
HH,20200824,0,강재민,42.0,6.0,6.0,59.0,52.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,15.0,262.0,18.730000000000004,0.0,345
HH,20200824,0,김이환,12.0,1.0,0.0,17.0,14.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,84.0,1.45,3700.0,20
HH,20200824,0,김종수,35.0,6.0,6.0,54.0,44.0,10.0,4.0,1.0,1.0,8.0,1.0,1.0,11.0,240.0,22.91,57000.0,390
HH,20200824,0,김진영,18.0,2.0,2.0,25.0,23.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,102.0,9.620000000000001,19200.0,168
HH,20200824,0,문동욱,4.0,3.0,3.0,9.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,36.0,3.33,6400.0,56
HH,20200824,0,박상원,20.0,2.0,2.0,28.0,25.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,8.0,119.0,11.669999999999998,77000.0,182
HH,20200824,0,윤대경,36.0,5.0,1.0,52.0,43.0,9.0,0.0,0.0,2.0,5.0,0.0,2.0,12.0,202.0,20.91,33600.0,312
HH,20200824,0,정우람,44.0,6.0,6.0,60.0,54.0,16.0,2.0,0.0,1.0,5.0,0.0,1.0,8.0,238.0,13.329999999999998,960000.0,420
HH,20200825,0,김진욱,42.0,8.0,8.0,61.0,53.0,15.0,0.0,1.0,3.0,6.0,0.0,1.0,8.0,245.0,17.9,29000.0,200
HH,20200825,0,서폴드,73.0,25.0,22.0,113.0,103.0,34.0,6.0,0.0,7.0,5.0,0.0,3.0,16.0,421.0,7.109999999999999,450000.0,150
HH,20200825,0,안영명,21.0,7.0,7.0,36.0,30.0,13.0,1.0,0.0,2.0,3.0,0.0,2.0,8.0,132.0,12.169999999999998,245000.0,252
HH,20200825,0,장민재,3.0,1.0,1.0,6.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,2.09,11000.0,30
HH,20200826,0,김진영,21.0,5.0,2.0,31.0,29.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,6.0,122.0,11.25,22400.0,196
HH,20200826,0,김진욱,44.0,9.0,9.0,67.0,57.0,17.0,1.0,1.0,3.0,7.0,0.0,2.0,9.0,272.0,19.599999999999998,31900.0,220
HH,20200826,0,문동욱,8.0,3.0,3.0,14.0,9.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,52.0,4.94,9600.0,84
HH,20200826,0,박상원,23.0,2.0,2.0,32.0,29.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,10.0,134.0,13.209999999999997,88000.0,208
HH,20200826,0,윤대경,39.0,5.0,1.0,55.0,46.0,9.0,0.0,0.0,2.0,5.0,0.0,2.0,12.0,219.0,22.47,36400.0,338
HH,20200826,0,장시환,95.0,17.0,17.0,133.0,116.0,28.0,3.0,0.0,4.0,15.0,0.0,0.0,25.0,550.0,9.46,66000.0,198
HH,20200827,0,강재민,45.0,6.0,6.0,64.0,57.0,14.0,4.0,0.0,0.0,6.0,0.0,0.0,17.0,279.0,19.930000000000003,0.0,368
HH,20200827,0,장민재,6.0,1.0,1.0,9.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,4.109999999999999,22000.0,60
HH,20200827,0,채드벨,81.0,8.0,8.0,108.0,94.0,21.0,2.0,0.0,3.0,10.0,0.0,2.0,24.0,433.0,8.79,300000.0,155
HH,20200829,0,강재민,48.0,7.0,7.0,69.0,62.0,16.0,4.0,0.0,1.0,6.0,0.0,0.0,18.0,291.0,21.160000000000004,0.0,391
HH,20200829,0,김이환,19.0,7.0,6.0,34.0,26.0,7.0,2.0,0.0,2.0,7.0,0.0,0.0,6.0,140.0,3.1799999999999997,7400.0,40
HH,20200829,0,김진영,24.0,5.0,2.0,34.0,32.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,8.0,134.0,12.83,25600.0,224
HH,20200829,0,김진욱,45.0,9.0,9.0,69.0,59.0,18.0,1.0,1.0,3.0,7.0,0.0,2.0,9.0,280.0,21.31,34800.0,240
HH,20200829,0,박상원,25.0,2.0,2.0,33.0,30.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,10.0,137.0,14.719999999999997,99000.0,234
HH,20200829,0,안영명,26.0,9.0,9.0,44.0,36.0,14.0,1.0,0.0,3.0,5.0,0.0,2.0,9.0,162.0,14.109999999999998,280000.0,288
HH,20200829,0,정우람,47.0,6.0,6.0,64.0,58.0,17.0,3.0,0.0,1.0,5.0,0.0,1.0,8.0,252.0,14.589999999999998,1040000.0,455
HH,20200830,0,김종수,40.0,7.0,7.0,62.0,51.0,12.0,5.0,1.0,1.0,9.0,1.0,1.0,13.0,272.0,24.47,60800.0,416
HH,20200830,0,서폴드,89.0,30.0,23.0,138.0,126.0,41.0,8.0,0.0,7.0,7.0,0.0,3.0,20.0,519.0,8.559999999999999,540000.0,180
HH,20200830,0,윤대경,42.0,5.0,1.0,59.0,50.0,10.0,0.0,0.0,2.0,5.0,0.0,2.0,12.0,234.0,24.009999999999998,39200.0,364
HH,20200901,0,김진영,27.0,5.0,2.0,37.0,35.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,10.0,147.0,14.36,28800.0,252
HH,20200901,0,박상원,28.0,2.0,2.0,37.0,34.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,11.0,151.0,16.22,110000.0,260
HH,20200901,0,윤대경,45.0,5.0,1.0,63.0,53.0,10.0,0.0,0.0,2.0,6.0,0.0,2.0,12.0,250.0,25.529999999999998,42000.0,390
HH,20200901,0,장민재,9.0,1.0,1.0,12.0,11.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,6.069999999999999,33000.0,90
HH,20200901,0,장시환,107.0,21.0,20.0,155.0,136.0,37.0,5.0,0.0,4.0,16.0,0.0,0.0,26.0,632.0,11.06,77000.0,231
HH,20200903,0,강재민,50.0,7.0,7.0,72.0,64.0,16.0,4.0,0.0,1.0,7.0,0.0,0.0,19.0,303.0,22.400000000000002,0.0,414
HH,20200903,0,김종수,42.0,7.0,7.0,63.0,52.0,12.0,5.0,1.0,1.0,9.0,1.0,1.0,13.0,278.0,25.99,64600.0,442
HH,20200903,0,김진욱,46.0,9.0,9.0,71.0,60.0,18.0,1.0,1.0,3.0,8.0,0.0,2.0,9.0,290.0,23.04,37700.0,260
HH,20200903,0,박상원,30.0,2.0,2.0,40.0,37.0,8.0,1.0,0.0,1.0,2.0,0.0,1.0,12.0,164.0,17.72,121000.0,286
HH,20200903,0,윤대경,48.0,5.0,1.0,66.0,56.0,10.0,0.0,0.0,2.0,6.0,0.0,2.0,13.0,264.0,26.999999999999996,44800.0,416
HH,20200903,0,정우람,50.0,6.0,6.0,70.0,63.0,19.0,3.0,0.0,1.0,6.0,0.0,1.0,11.0,279.0,15.899999999999999,1120000.0,490
HH,20200903,0,채드벨,95.0,14.0,14.0,130.0,113.0,27.0,2.0,0.0,4.0,12.0,0.0,2.0,26.0,519.0,10.379999999999999,360000.0,186
HH,20200904,0,강재민,54.0,7.0,7.0,76.0,68.0,16.0,4.0,0.0,1.0,7.0,0.0,0.0,20.0,323.0,23.580000000000002,0.0,437
HH,20200904,0,김민우,106.0,15.0,13.0,158.0,125.0,25.0,6.0,0.0,1.0,24.0,2.0,5.0,32.0,661.0,9.850000000000001,29400.0,175
HH,20200904,0,김진영,30.0,5.0,2.0,40.0,38.0,10.0,3.0,0.0,1.0,2.0,0.0,0.0,10.0,159.0,15.879999999999999,32000.0,280
HH,20200904,0,윤대경,50.0,5.0,1.0,70.0,58.0,10.0,0.0,0.0,2.0,8.0,0.0,2.0,13.0,279.0,28.499999999999996,47600.0,442
HH,20200905,0,김종수,44.0,7.0,7.0,67.0,54.0,12.0,5.0,1.0,1.0,11.0,1.0,1.0,13.0,296.0,27.54,68400.0,468
HH,20200905,0,김진영,33.0,5.0,2.0,43.0,41.0,11.0,3.0,0.0,1.0,2.0,0.0,0.0,11.0,177.0,17.38,35200.0,308
HH,20200905,0,박상원,33.0,2.0,2.0,44.0,41.0,9.0,2.0,0.0,1.0,2.0,0.0,1.0,13.0,181.0,19.209999999999997,132000.0,312
