GDAY_DS,T_ID,HEADER_NO,START_CK,AB,RUN,HIT,H2,H3,HR,TB,RBI,SB,CS,BB,HP,IB,KK,GD,SH,SF,PA,TB_SC
20200728,OB,0,9.0,36.0,2.0,9.0,2.0,0.0,1.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,38.0,B
20200728,SK,0,9.0,34.0,7.0,8.0,3.0,0.0,2.0,17.0,7.0,0.0,0.0,5.0,2.0,0.0,10.0,1.0,0.0,0.0,41.0,B
20200728,WO,0,9.0,34.0,6.0,8.0,2.0,0.0,1.0,13.0,5.0,0.0,0.0,5.0,2.0,1.0,6.0,0.0,1.0,1.0,43.0,T
20200729,HH,0,9.0,44.0,12.0,18.0,1.0,0.0,1.0,22.0,8.0,0.0,0.0,3.0,1.0,0.0,7.0,1.0,0.0,1.0,49.0,T
20200729,LG,0,9.0,36.0,11.0,13.0,0.0,0.0,3.0,22.0,11.0,1.0,0.0,8.0,1.0,0.0,7.0,2.0,0.0,0.0,45.0,T
20200729,SK,0,9.0,40.0,6.0,14.0,1.0,0.0,4.0,27.0,6.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,44.0,B
20200729,SS,0,9.0,34.0,7.0,9.0,1.0,0.0,2.0,16.0,7.0,1.0,1.0,8.0,2.0,0.0,7.0,1.0,0.0,0.0,44.0,B
20200730,HH,0,9.0,37.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,12.0,0.0,0.0,0.0,43.0,T
20200730,HT,0,9.0,33.0,1.0,8.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,36.0,B
20200730,KT,0,9.0,31.0,4.0,11.0,2.0,0.0,0.0,13.0,4.0,1.0,3.0,3.0,2.0,0.0,6.0,1.0,2.0,0.0,38.0,T
20200730,LG,0,9.0,39.0,9.0,13.0,3.0,0.0,1.0,19.0,9.0,1.0,0.0,5.0,1.0,0.0,6.0,1.0,0.0,0.0,45.0,T
20200730,OB,0,9.0,36.0,5.0,10.0,0.0,0.0,2.0,16.0,5.0,2.0,0.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,41.0,B
20200730,SK,0,9.0,30.0,1.0,4.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,34.0,B
20200730,SS,0,9.0,36.0,2.0,6.0,2.0,0.0,0.0,8.0,1.0,3.0,0.0,7.0,1.0,1.0,12.0,0.0,2.0,0.0,46.0,B
20200730,WO,0,9.0,34.0,8.0,13.0,2.0,0.0,1.0,18.0,8.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,39.0,T
20200731,HH,0,9.0,34.0,2.0,10.0,1.0,0.0,0.0,11.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,42.0,T
20200731,HT,0,9.0,34.0,3.0,8.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,38.0,T
20200731,KT,0,9.0,39.0,11.0,16.0,3.0,0.0,4.0,31.0,11.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,42.0,B
20200731,LG,0,9.0,29.0,1.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,31.0,B
20200731,LT,0,9.0,33.0,2.0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,36.0,B
20200731,NC,0,9.0,37.0,10.0,14.0,4.0,0.0,1.0,21.0,10.0,2.0,0.0,3.0,2.0,0.0,7.0,1.0,0.0,0.0,42.0,B
20200731,OB,0,9.0,39.0,7.0,14.0,2.0,0.0,1.0,19.0,7.0,2.0,0.0,4.0,0.0,0.0,8.0,1.0,1.0,0.0,44.0,T
20200731,SK,0,9.0,31.0,1.0,4.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,36.0,T
20200731,SS,0,9.0,35.0,3.0,8.0,1.0,0.0,0.0,9.0,3.0,0.0,1.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,40.0,B
20200731,WO,0,9.0,36.0,10.0,10.0,2.0,0.0,3.0,21.0,9.0,1.0,0.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,42.0,T
20200801,HH,0,9.0,34.0,6.0,8.0,2.0,0.0,1.0,13.0,6.0,1.0,0.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,42.0,T
20200801,HT,0,9.0,34.0,3.0,9.0,2.0,0.0,1.0,14.0,3.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,36.0,T
20200801,KT,0,9.0,36.0,11.0,13.0,1.0,1.0,3.0,25.0,10.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,41.0,B
20200801,LG,0,9.0,39.0,9.0,15.0,3.0,0.0,0.0,18.0,9.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,41.0,B
20200801,LT,0,9.0,31.0,7.0,10.0,3.0,0.0,2.0,19.0,6.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,0.0,1.0,37.0,B
20200801,NC,0,9.0,45.0,10.0,15.0,4.0,0.0,2.0,25.0,10.0,2.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,52.0,B
20200801,OB,0,9.0,45.0,12.0,17.0,2.0,1.0,0.0,21.0,12.0,2.0,0.0,4.0,0.0,1.0,9.0,1.0,1.0,1.0,51.0,T
20200801,SK,0,9.0,32.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,34.0,T
20200801,SS,0,9.0,34.0,7.0,8.0,4.0,0.0,0.0,12.0,7.0,0.0,1.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,40.0,B
20200801,WO,0,9.0,48.0,22.0,23.0,7.0,0.0,1.0,33.0,21.0,1.0,0.0,11.0,1.0,0.0,6.0,0.0,1.0,1.0,62.0,T
20200802,HT,0,9.0,30.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,32.0,T
20200802,LT,0,9.0,34.0,8.0,11.0,4.0,0.0,0.0,15.0,8.0,0.0,0.0,4.0,0.0,0.0,6.0,2.0,1.0,0.0,39.0,B
20200802,NC,0,9.0,42.0,4.0,8.0,1.0,0.0,2.0,15.0,4.0,0.0,0.0,3.0,2.0,0.0,10.0,1.0,0.0,0.0,47.0,B
20200802,OB,0,9.0,48.0,7.0,15.0,5.0,0.0,0.0,20.0,7.0,2.0,1.0,2.0,0.0,0.0,8.0,2.0,0.0,1.0,51.0,T
20200802,SS,0,9.0,39.0,2.0,10.0,1.0,0.0,1.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,B
20200802,WO,0,9.0,38.0,4.0,10.0,2.0,0.0,0.0,12.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,1.0,41.0,T
20200804,HT,0,9.0,36.0,5.0,8.0,1.0,0.0,1.0,12.0,5.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,B
20200804,KT,0,9.0,32.0,4.0,11.0,1.0,0.0,0.0,12.0,3.0,1.0,1.0,4.0,0.0,0.0,9.0,3.0,2.0,0.0,38.0,T
20200804,LG,0,9.0,41.0,15.0,16.0,1.0,2.0,3.0,30.0,15.0,0.0,0.0,5.0,1.0,0.0,9.0,1.0,0.0,0.0,47.0,T
20200804,LT,0,9.0,41.0,8.0,15.0,3.0,0.0,1.0,21.0,8.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,46.0,T
20200804,OB,0,9.0,36.0,3.0,9.0,1.0,0.0,1.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,37.0,B
20200804,SK,0,9.0,31.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,33.0,B
20200804,SS,0,9.0,34.0,6.0,7.0,2.0,0.0,1.0,12.0,5.0,1.0,0.0,6.0,1.0,1.0,10.0,0.0,0.0,0.0,41.0,T
20200804,WO,0,9.0,34.0,2.0,10.0,0.0,0.0,1.0,13.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,1.0,0.0,38.0,B
20200805,HH,0,9.0,33.0,8.0,12.0,2.0,0.0,1.0,17.0,6.0,0.0,0.0,5.0,2.0,0.0,5.0,2.0,1.0,2.0,48.0,B
20200805,HT,0,9.0,35.0,4.0,9.0,1.0,0.0,0.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,38.0,B
20200805,KT,0,9.0,34.0,3.0,10.0,1.0,0.0,1.0,14.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,36.0,T
20200805,LG,0,9.0,35.0,6.0,11.0,3.0,0.0,2.0,20.0,6.0,0.0,1.0,5.0,0.0,0.0,10.0,2.0,1.0,0.0,41.0,T
20200805,NC,0,9.0,30.0,5.0,6.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,9.0,2.0,1.0,4.0,1.0,1.0,1.0,43.0,T
20200805,OB,0,9.0,28.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,32.0,B
20200805,SS,0,9.0,34.0,2.0,12.0,2.0,0.0,0.0,14.0,2.0,1.0,1.0,4.0,0.0,2.0,4.0,1.0,2.0,0.0,40.0,T
20200805,WO,0,9.0,40.0,12.0,15.0,2.0,0.0,1.0,20.0,12.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,46.0,B
20200806,HH,0,9.0,29.0,1.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,37.0,B
20200806,HT,0,9.0,35.0,13.0,12.0,3.0,0.0,4.0,27.0,13.0,2.0,0.0,6.0,1.0,0.0,8.0,1.0,0.0,0.0,42.0,B
20200806,KT,0,9.0,32.0,2.0,4.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,34.0,T
20200806,LG,0,9.0,28.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,30.0,T
20200806,LT,0,9.0,33.0,8.0,6.0,0.0,0.0,2.0,12.0,8.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,39.0,T
20200806,NC,0,9.0,32.0,4.0,8.0,1.0,0.0,2.0,15.0,4.0,0.0,2.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,39.0,T
