GDAY_DS,START_CK,INN2,R,ER,PA,AB,HIT,H2,H3,HR,BB,IB,HP,KK,BF,WHIP,NAME,T_ID,MONEY,WLS,TB_SC,HEADER_NO,AGE_VA
20200725,1,17.0,2.0,2.0,23.0,20.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,104.0,1.14,브룩스,HT,47900.0,W,B,0,30
20200731,1,24.0,1.0,1.0,30.0,28.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,105.0,1.12,브룩스,HT,47900.0,W,T,0,30
20200806,1,24.0,1.0,1.0,26.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,95.0,1.07,브룩스,HT,47900.0,W,B,0,30
20200812,1,18.0,5.0,5.0,24.0,23.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,93.0,1.08,브룩스,HT,47900.0,L,T,0,30
20200818,1,18.0,3.0,3.0,25.0,23.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,103.0,1.1,브룩스,HT,47900.0,L,T,0,30
20200823,1,19.0,4.0,4.0,27.0,26.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,1.11,브룩스,HT,47900.0,W,T,0,30
20200901,1,24.0,0.0,0.0,26.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,1.07,브룩스,HT,47900.0,W,B,0,30
20200906,1,21.0,1.0,1.0,24.0,24.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,94.0,1.04,브룩스,HT,47900.0,W,T,0,30
20200913,1,19.0,2.0,2.0,27.0,23.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,104.0,1.05,브룩스,HT,47900.0,W,T,0,30
20200919,1,21.0,0.0,0.0,23.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,83.0,1.02,브룩스,HT,47900.0,W,B,0,30
20200721,1,20.0,0.0,0.0,22.0,20.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,100.0,1.22,가뇽,HT,65000.0,W,T,0,30
20200802,1,13.0,6.0,5.0,24.0,19.0,7.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,98.0,1.29,가뇽,HT,65000.0,L,T,0,30
20200808,1,17.0,2.0,2.0,28.0,23.0,6.0,1.0,2.0,0.0,4.0,0.0,1.0,4.0,112.0,1.32,가뇽,HT,65000.0,W,B,0,30
20200814,1,12.0,6.0,6.0,24.0,18.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,89.0,1.41,가뇽,HT,65000.0,W,B,0,30
20200820,1,15.0,6.0,6.0,29.0,25.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,102.0,1.49,가뇽,HT,65000.0,L,B,0,30
20200826,1,18.0,2.0,2.0,26.0,22.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,106.0,1.49,가뇽,HT,65000.0,W,T,0,30
20200903,1,21.0,2.0,2.0,26.0,23.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,102.0,1.44,가뇽,HT,65000.0,W,T,0,30
20200912,1,20.0,1.0,1.0,24.0,22.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,104.0,1.4,가뇽,HT,65000.0,W,T,0,30
20200918,1,17.0,3.0,1.0,26.0,23.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,104.0,1.4,가뇽,HT,65000.0,W,T,0,30
20200722,1,15.0,1.0,1.0,21.0,18.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,93.0,1.49,양현종,HT,230000.0,W,T,0,32
20200730,1,18.0,3.0,3.0,26.0,22.0,8.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,92.0,1.5,양현종,HT,230000.0,L,B,0,32
20200805,1,17.0,4.0,4.0,25.0,21.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,102.0,1.52,양현종,HT,230000.0,L,B,0,32
20200811,1,18.0,1.0,1.0,24.0,23.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,92.0,1.48,양현종,HT,230000.0,W,T,0,32
20200816,1,17.0,3.0,3.0,23.0,21.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,102.0,1.46,양현종,HT,230000.0,W,B,0,32
20200822,1,20.0,0.0,0.0,27.0,24.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,108.0,1.45,양현종,HT,230000.0,L,T,0,32
20200828,1,18.0,1.0,0.0,24.0,18.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,9.0,96.0,1.44,양현종,HT,230000.0,W,T,0,32
20200904,1,18.0,2.0,2.0,23.0,20.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,100.0,1.4,양현종,HT,230000.0,W,T,0,32
20200910,1,15.0,3.0,3.0,24.0,20.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,103.0,1.42,양현종,HT,230000.0,L,B,0,32
20200916,1,15.0,3.0,2.0,20.0,18.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,97.0,1.42,양현종,HT,230000.0,L,B,0,32
20200922,1,18.0,2.0,1.0,26.0,23.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,97.0,1.41,양현종,HT,230000.0,L,B,0,32
20200721,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8,박준표,HT,11000.0,W,T,0,28
20200722,0,4.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.79,박준표,HT,11000.0,W,T,0,28
20200725,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.8,박준표,HT,11000.0,W,B,0,28
20200726,0,4.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.83,박준표,HT,11000.0,W,B,0,28
20200802,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.8,박준표,HT,11000.0,L,T,0,28
20200913,0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.81,박준표,HT,11000.0,W,T,0,28
20200916,0,3.0,2.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,0.84,박준표,HT,11000.0,L,B,0,28
20200722,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.01,전상현,HT,7600.0,W,T,0,24
20200726,0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,1.01,전상현,HT,7600.0,W,B,0,24
20200731,0,3.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,1.04,전상현,HT,7600.0,W,T,0,24
20200808,0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,1.03,전상현,HT,7600.0,W,B,0,24
20200816,0,3.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,1.06,전상현,HT,7600.0,W,B,0,24
20200818,0,3.0,2.0,1.0,6.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,29.0,1.11,전상현,HT,7600.0,L,T,0,24
20200821,0,1.0,5.0,1.0,6.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.18,전상현,HT,7600.0,L,B,0,24
20200823,0,4.0,1.0,1.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,30.0,1.19,전상현,HT,7600.0,W,T,0,24
20200826,0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.22,전상현,HT,7600.0,W,T,0,24
20200828,0,3.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.24,전상현,HT,7600.0,W,T,0,24
20200903,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.2,전상현,HT,7600.0,W,T,0,24
20200904,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.2,전상현,HT,7600.0,W,T,0,24
20200905,0,3.0,1.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,22.0,1.22,전상현,HT,7600.0,W,T,0,24
20200908,0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.2,전상현,HT,7600.0,W,B,0,24
20200910,0,3.0,1.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,33.0,1.24,전상현,HT,7600.0,L,B,0,24
20200725,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.93,정해영,HT,2700.0,W,B,0,19
20200726,0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.97,정해영,HT,2700.0,W,B,0,19
20200801,0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.97,정해영,HT,2700.0,L,T,0,19
20200802,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.89,정해영,HT,2700.0,L,T,0,19
20200804,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.9,정해영,HT,2700.0,L,B,0,19
20200805,0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,24.0,0.98,정해영,HT,2700.0,L,B,0,19
20200808,0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.93,정해영,HT,2700.0,W,B,0,19
20200811,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.91,정해영,HT,2700.0,W,T,0,19
20200814,0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.98,정해영,HT,2700.0,W,B,0,19
20200816,0,3.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,1.1,정해영,HT,2700.0,W,B,0,19
20200818,0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.13,정해영,HT,2700.0,L,T,0,19
20200823,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.11,정해영,HT,2700.0,W,T,0,19
20200825,0,1.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.25,정해영,HT,2700.0,L,T,0,19
20200826,0,3.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.29,정해영,HT,2700.0,W,T,0,19
20200828,0,3.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,1.33,정해영,HT,2700.0,W,T,0,19
20200830,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,1.27,정해영,HT,2700.0,W,B,0,19
20200903,0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.3,정해영,HT,2700.0,W,T,0,19
20200904,0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.3,정해영,HT,2700.0,W,T,0,19
20200906,0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,1.33,정해영,HT,2700.0,W,T,0,19
20200908,0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.36,정해영,HT,2700.0,W,B,0,19
20200913,0,3.0,1.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,1.38,정해영,HT,2700.0,W,T,0,19
20200916,0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,24.0,1.5,정해영,HT,2700.0,L,B,0,19
20200919,0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.52,정해영,HT,2700.0,W,B,0,19
20200922,0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.5,정해영,HT,2700.0,L,B,0,19
20200722,0,5.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,31.0,1.55,홍상삼,HT,4000.0,W,T,0,30
20200725,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.66,홍상삼,HT,4000.0,W,B,0,30
20200730,0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.67,홍상삼,HT,4000.0,L,B,0,30
20200802,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.59,홍상삼,HT,4000.0,L,T,0,30
20200805,0,4.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,1.54,홍상삼,HT,4000.0,L,B,0,30
20200808,0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.59,홍상삼,HT,4000.0,W,B,0,30
20200813,0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,19.0,1.63,홍상삼,HT,4000.0,L,T,0,30
20200816,0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,29.0,1.7,홍상삼,HT,4000.0,W,B,0,30
20200818,0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.72,홍상삼,HT,4000.0,L,T,0,30
20200821,0,5.0,2.0,2.0,9.0,8.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,29.0,1.76,홍상삼,HT,4000.0,L,B,0,30
20200823,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,홍상삼,HT,4000.0,W,T,0,30
20200826,0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.79,홍상삼,HT,4000.0,W,T,0,30
20200830,0,4.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,32.0,1.81,홍상삼,HT,4000.0,W,B,0,30
20200904,0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.83,홍상삼,HT,4000.0,W,T,0,30
20200905,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.81,홍상삼,HT,4000.0,W,T,0,30
20200908,0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,20.0,1.8,홍상삼,HT,4000.0,W,B,0,30
20200910,0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.72,홍상삼,HT,4000.0,L,B,0,30
20200912,0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.74,홍상삼,HT,4000.0,W,T,0,30
20200913,0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.7,홍상삼,HT,4000.0,W,T,0,30
20200916,0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.76,홍상삼,HT,4000.0,L,B,0,30
20200918,0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.8,홍상삼,HT,4000.0,W,T,0,30
20200920,0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,1.87,홍상삼,HT,4000.0,L,B,0,30
20200922,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.82,홍상삼,HT,4000.0,L,B,0,30
20200726,1,16.0,4.0,4.0,24.0,22.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,88.0,1.26,임기영,HT,7000.0,W,B,0,27
20200801,1,15.0,5.0,4.0,25.0,20.0,7.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,91.0,1.33,임기영,HT,7000.0,L,T,0,27
20200809,1,7.0,6.0,6.0,16.0,14.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,90.0,1.43,임기영,HT,7000.0,L,B,0,27
20200821,1,18.0,1.0,1.0,22.0,19.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,84.0,1.37,임기영,HT,7000.0,L,B,0,27
20200827,1,17.0,4.0,4.0,27.0,25.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,96.0,1.4,임기영,HT,7000.0,L,T,0,27
20200904,1,17.0,5.0,5.0,25.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,94.0,1.41,임기영,HT,7000.0,L,T,0,27
20200917,1,18.0,2.0,2.0,24.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,96.0,1.38,임기영,HT,7000.0,W,T,0,27
20200923,1,6.0,8.0,8.0,16.0,16.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,49.0,1.46,임기영,HT,7000.0,L,B,0,27
20200725,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.32,고영창,HT,5800.0,W,B,0,31
20200726,0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.38,고영창,HT,5800.0,W,B,0,31
20200730,0,3.0,1.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.4,고영창,HT,5800.0,L,B,0,31
20200802,0,2.0,2.0,2.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.5,고영창,HT,5800.0,L,T,0,31
20200804,0,6.0,1.0,1.0,9.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.53,고영창,HT,5800.0,L,B,0,31
20200809,0,8.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,37.0,1.44,고영창,HT,5800.0,L,B,0,31
20200812,0,2.0,2.0,2.0,7.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.56,고영창,HT,5800.0,L,T,0,31
20200815,0,9.0,0.0,0.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.49,고영창,HT,5800.0,W,B,0,31
20200819,0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.47,고영창,HT,5800.0,L,T,0,31
20200820,0,3.0,7.0,7.0,11.0,9.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.61,고영창,HT,5800.0,L,B,0,31
20200825,0,3.0,2.0,2.0,6.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,1.65,고영창,HT,5800.0,L,T,0,31
20200901,0,3.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.65,고영창,HT,5800.0,W,B,0,31
20200906,0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.65,고영창,HT,5800.0,W,T,0,31
20200915,0,3.0,3.0,3.0,7.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,1.7,고영창,HT,5800.0,L,B,0,31
20200918,0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1.69,고영창,HT,5800.0,W,T,0,31
20200814,0,1.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,1.6,문경찬,NC,3100.0,L,B,0,28
20200816,0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,1.6,문경찬,NC,3100.0,L,B,0,28
20200818,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.54,문경찬,NC,3100.0,W,B,0,28
20200821,0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,1.52,문경찬,NC,3100.0,W,T,0,28
20200825,0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,1.54,문경찬,NC,3100.0,W,B,0,28
20200827,0,3.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.52,문경찬,NC,3100.0,W,B,0,28
20200830,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.47,문경찬,NC,3100.0,W,B,0,28
20200901,0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.45,문경찬,NC,3100.0,W,T,0,28
20200903,0,3.0,3.0,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,1.44,문경찬,NC,3100.0,L,T,0,28
20200904,0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,1.47,문경찬,NC,3100.0,D,T,0,28
20200910,0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.41,문경찬,NC,3100.0,W,B,0,28
20200913,0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.43,문경찬,NC,3100.0,L,B,0,28
20200916,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.39,문경찬,NC,3100.0,W,T,0,28
20200918,0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.39,문경찬,NC,3100.0,W,T,0,28
20200920,0,4.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.39,문경찬,NC,3100.0,W,T,0,28
20200923,0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.43,문경찬,NC,3100.0,W,B,0,28
20200804,1,15.0,6.0,6.0,23.0,20.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,95.0,1.38,이민우,HT,4300.0,L,B,0,27
20200813,1,18.0,3.0,3.0,26.0,22.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,5.0,94.0,1.39,이민우,HT,4300.0,L,T,0,27
20200819,1,10.0,5.0,5.0,21.0,17.0,8.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,89.0,1.48,이민우,HT,4300.0,L,T,0,27
20200825,1,14.0,3.0,1.0,22.0,18.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,91.0,1.49,이민우,HT,4300.0,L,T,0,27
20200830,1,15.0,4.0,4.0,23.0,21.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,76.0,1.48,이민우,HT,4300.0,W,B,0,27
20200905,1,20.0,3.0,3.0,27.0,23.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,90.0,1.46,이민우,HT,4300.0,W,T,0,27
20200915,1,10.0,6.0,5.0,20.0,14.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,75.0,1.51,이민우,HT,4300.0,L,B,0,27
20200816,0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,1.27,박정수,NC,3300.0,L,B,0,24
20200819,0,9.0,0.0,0.0,12.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,51.0,1.11,박정수,NC,3300.0,L,B,0,24
20200823,0,6.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,33.0,1.24,박정수,NC,3300.0,L,T,0,24
20200826,0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,25.0,1.27,박정수,NC,3300.0,W,B,0,24
20200902,0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,1.43,박정수,NC,3300.0,L,T,0,24
20200904,0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.44,박정수,NC,3300.0,D,T,0,24
20200906,0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.47,박정수,NC,3300.0,D,T,0,24
20200910,0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.38,박정수,NC,3300.0,W,B,0,24
20200912,0,2.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,1.44,박정수,NC,3300.0,L,B,0,24
20200919,0,8.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,49.0,1.35,박정수,NC,3300.0,L,T,0,24
20200804,0,2.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,17.0,4.88,이준영,HT,4000.0,L,B,0,28
20200805,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.25,이준영,HT,4000.0,L,B,0,28
20200808,0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.2,이준영,HT,4000.0,W,B,0,28
20200809,0,3.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,3.69,이준영,HT,4000.0,L,B,0,28
20200811,0,2.0,2.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.8,이준영,HT,4000.0,W,T,0,28
